T,TM,Tm,H,PP,VV,V,VM,PM10
24.8,30,17.4,43,0,3.5,12,20.6,173.72
24.8,30,17.4,43,0,3.5,12,20.6,174.07
24.9,31.4,15,45,0,3.4,10,18.3,153.71
24.9,31.4,15,45,0,3.4,10,18.3,184.82
25.9,31.4,16,50,0,3.4,8.3,16.5,257.39
25.9,31.4,16,50,0,3.4,8.3,16.5,217.26
26.6,32,19.4,52,0,2.9,7.8,16.5,209.61
26.6,32,19.4,52,0,2.9,7.8,16.5,146.7
24.1,29,17.4,36,0,3.1,9.8,20.6,94.56
24.1,29,17.4,36,0,3.1,9.8,20.6,203.43
24.4,31,12.4,29,0,3.5,12,22.2,188.49
24.4,31,12.4,29,0,3.5,12,22.2,222.61
25.3,31.4,15.4,35,0,2.6,9.4,20.6,261.7
25.3,31.4,15.4,35,0,2.6,9.4,20.6,221.18
24.8,32,14.8,39,0,2.4,7.6,18.3,152.16
24.8,32,14.8,39,0,2.4,7.6,18.3,100.42
25.5,31,14.6,44,0,2.3,6.5,16.5,119.49
25.5,31,14.6,44,0,2.3,6.5,16.5,130.57
25.4,32,14.7,44,0,2.7,5.2,16.5,168.11
25.4,32,14.7,44,0,2.7,5.2,16.5,136.62
25.7,32.9,14.2,37,0,3.1,8.5,18.3,120.19
25.7,32.9,14.2,37,0,3.1,8.5,18.3,182.68
25.2,32,16.3,37,0,2.7,7.6,20.6,84.13
25.2,32,16.3,37,0,2.7,7.6,20.6,103.84
24.2,30,13.8,49,0,2.6,5.6,16.5,196.31
24.2,30,13.8,49,0,2.6,5.6,16.5,126.11
24.2,29.6,14,54,0,2.3,7.6,18.3,118
24.2,29.6,14,54,0,2.3,7.6,18.3,116.06
26.2,33,15.1,46,0,2.4,6.9,16.5,109.49
26.2,33,15.1,46,0,2.4,6.9,16.5,133.69
27.6,32,19.6,42,0,2.7,9.1,18.3,150.77
27.6,32,19.6,42,0,2.7,9.1,18.3,203.42
27.3,35,16.5,49,0,2.4,7.8,18.3,58.71
27.3,35,16.5,49,0,2.4,7.8,18.3,81.35
27.2,34,17.9,53,0,2.1,6.7,14.8,126.58
27.2,34,17.9,53,0,2.1,6.7,14.8,92.09
25.2,30,18.2,62,0,2.4,10.4,22.2,102.94
25.2,30,18.2,62,0,2.4,10.4,22.2,108.52
22.8,28,13.4,37,0,3.7,13,27.8,132.21
22.8,28,13.4,37,0,3.7,13,27.8,158.13
23.6,29.6,13.2,41,0,3.5,13.5,24.1,128.8
23.6,29.6,13.2,41,0,3.5,13.5,24.1,92.1
24.7,29,18.6,41,0,3.4,13.7,22.35,90.2
24.7,29,18.6,41,0,3.4,13.7,22.35,99.26
25.2,30,15.4,43,0,3.1,9.4,20.6,113.58
25.2,30,15.4,43,0,3.1,9.4,20.6,158.64
25.3,30,16.4,46,0,3.1,7.8,18.3,132.12
25.3,30,16.4,46,0,3.1,7.8,18.3,145.41
24.8,28,16,50,0,2.6,7.8,18.3,140.87
24.8,28,16,50,0,2.6,7.8,18.3,92.8
26.6,31,17.8,50,0,2.4,6.9,20.6,79.16
26.6,31,17.8,50,0,2.4,6.9,20.6,65.91
23.2,27,17.6,57,0,4.5,12.2,24.1,115.36
23.2,27,17.6,57,0,4.5,12.2,24.1,188.42
20.9,24,13.2,43,0,3.7,12.2,22.2,206.24
20.9,24,13.2,43,0,3.7,12.2,22.2,151.14
22.2,29.2,11,34,0,3.9,10.6,27.8,127.47
22.2,29.2,11,34,0,3.9,10.6,27.8,105.11
27.7,34,19.6,44,0,3.5,10.4,24.1,100.84
27.7,34,19.6,44,0,3.5,10.4,24.1,89.43
26.8,32,19.2,52,0,3.5,10.2,22.2,90.53
26.8,32,19.2,52,0,3.5,10.2,22.2,87.09
25.3,31,17.6,53,0,3.5,9.4,25.9,89.81
25.3,31,17.6,53,0,3.5,9.4,25.9,92.65
27.1,32,16,41,0,3.7,7.8,20.6,66.3
27.1,32,16,41,0,3.7,7.8,20.6,60.59
25.9,31,18.2,69,0,2.6,8.5,18.3,66.09
25.9,31,18.2,69,0,2.6,8.5,18.3,71.13
25.9,29,20,72,0,3.4,11.1,24.1,59.23
25.9,29,20,72,0,3.4,11.1,24.1,60.7
27.6,33,17.5,41,0,4.3,9.1,22.2,52.28
27.6,33,17.5,41,0,4.3,9.1,22.2,64.97
26.6,33,20,53,0,4.2,10.4,24.1,76.97
26.6,33,20,53,0,4.2,10.4,24.1,114.51
25.4,29.2,17.8,62,0,4,10.6,24.1,83.82
25.4,29.2,17.8,62,0,4,10.6,24.1,84.28
26.3,31,16.2,42,0,2.9,7.2,22.2,106.52
26.3,31,16.2,42,0,2.9,7.2,22.2,50.12
26.5,32,18,62,0,3.2,11.1,24.1,88.17
26.5,32,18,62,0,3.2,11.1,24.1,95.76
25.8,29.2,20.2,70,0,4.2,9.8,24.1,75.24
25.8,29.2,20.2,70,0,4.2,9.8,24.1,69.22
26.2,30,18.2,63,0,3.4,10,25.9,75.94
26.2,30,18.2,63,0,3.4,10,25.9,71.69
27.1,31,18.7,50,0,3.5,10,22.2,67.42
27.1,31,18.7,50,0,3.5,10,22.2,57.09
28.6,32.4,20,43,0,3.9,10.6,22.2,74.24
28.6,32.4,20,43,0,3.9,10.6,22.2,99.86
25.8,30.4,20,63,0,3.7,10.7,25.9,99.29
25.8,30.4,20,63,0,3.7,10.7,25.9,88.73
26.8,30,19.4,51,0,4,12.6,24.1,85.4
26.8,30,19.4,51,0,4,12.6,24.1,89.67
28.2,36,19,38,0,3.9,9.8,22.2,114.38
28.2,36,19,38,0,3.9,9.8,22.2,85.82
27.5,32,18.5,57,0,4,10.9,24.1,76.05
27.5,32,18.5,57,0,4,10.9,24.1,71.97
26.8,31,19.8,68,0,3.4,10.6,24.1,61.85
26.8,31,19.8,68,0,3.4,10.6,24.1,52.14
26.5,30.2,20.5,68,0,4,10.4,24.1,47.56
26.5,30.2,20.5,68,0,4,10.4,24.1,46.73
33.3,41,22,31,0,3.1,10.6,24.1,49.69
33.3,41,22,31,0,3.1,10.6,24.1,45.38
31.8,39,23.4,44,0,3.1,11.7,24.1,62.45
31.8,39,23.4,44,0,3.1,11.7,24.1,70.93
28.9,34,23.5,70,0,2.9,9.3,22.2,64.72
28.9,34,23.5,70,0,2.9,9.3,22.2,64.91
28.8,32,24,73,0,3.7,10.2,22.2,58.49
28.8,32,24,73,0,3.7,10.2,22.2,64.12
27.9,31.6,21.8,71,0,4.2,10.7,22.2,74.72
27.9,31.6,21.8,71,0,4.2,10.7,22.2,58.55
27.9,32,21,74,0,3.1,11.7,24.1,58.33
27.9,32,21,74,0,3.1,11.7,24.1,69.48
29.2,34.2,23.4,71,0,3.2,11.5,27.8,45.31
29.2,34.2,23.4,71,0,3.2,11.5,27.8,55.67
29.2,33,23,73,0,3.7,11.1,25.9,79.74
29.2,33,23,73,0,3.7,11.1,25.9,60.49
29.6,33,23.1,69,0,3.9,10,24.1,76.72
29.6,33,23.1,69,0,3.9,10,24.1,86.81
29.3,33.4,23.4,69,0,3.9,10.9,22.2,72.77
29.3,33.4,23.4,69,0,3.9,10.9,22.2,60.16
31.2,37,23,59,0,3.7,10.9,22.2,48.56
31.2,37,23,59,0,3.7,10.9,22.2,48.68
30.6,34,24,67,0,4.3,11.1,24.1,45.97
30.6,34,24,67,0,4.3,11.1,24.1,43.71
30.2,34,24.6,69,0,4.2,11.3,25.9,45.9
30.2,34,24.6,69,0,4.2,11.3,25.9,49.54
30.6,34.6,23.5,55,0,4.3,10.7,24.1,53.63
30.6,34.6,23.5,55,0,4.3,10.7,24.1,57.2
29.5,33,23.2,66,0,4.3,10.7,27.8,65.7
29.5,33,23.2,66,0,4.3,10.7,27.8,77.47
29.1,32.4,25,68,0,3.9,11.3,24.1,85.38
29.1,32.4,25,68,0,3.9,11.3,24.1,75.69
30.9,34.4,25.2,64,0,4.3,12.6,27.8,50.39
30.9,34.4,25.2,64,0,4.3,12.6,27.8,46.88
31.5,34,25.2,66,0,4.3,10.9,25.9,57.28
31.5,34,25.2,66,0,4.3,10.9,25.9,56.1
32.1,36,25.5,63,0,3.7,11.5,24.1,48.22
32.1,36,25.5,63,0,3.7,11.5,24.1,55.6
29.5,32.4,25.7,69,0,4.3,13.3,25.9,59.29
29.5,32.4,25.7,69,0,4.3,13.3,25.9,52.99
29.6,33,24.9,63,0,4.3,11.5,22.2,56.82
29.6,33,24.9,63,0,4.3,11.5,22.2,82.29
29.3,32.8,24.2,66,0,4.8,13.3,29.4,78.83
29.3,32.8,24.2,66,0,4.8,13.3,29.4,88.55
29.8,32.8,25,69,0,4.2,12.8,24.1,88.85
29.8,32.8,25,69,0,4.2,12.8,24.1,80.85
29.8,33,27.4,67,0,4.3,13.1,29.4,53.76
29.8,33,27.4,67,0,4.3,13.1,29.4,49.61
29.9,32.8,24.8,64,0,4.8,13.5,25.9,31.79
29.9,32.8,24.8,64,0,4.8,13.5,25.9,31.49
29.8,33,25.4,69,0,4.5,13.3,27.8,34.34
29.8,33,25.4,69,0,4.5,13.3,27.8,39.11
29.8,33,25.2,69,0,4.7,11.5,24.1,24.69
29.8,33,25.2,69,0,4.7,11.5,24.1,21.58
30,33,25,68,0,4.7,12.2,27.8,31.61
30,33,25,68,0,4.7,12.2,27.8,43.96
30,33,25,68,0,4.7,12.2,27.8,53.1
30,33,25,68,0,4.7,12.2,27.8,46.43
30,33,25,68,0,4.7,12.2,27.8,82.39
30,33,25,68,0,4.7,12.2,27.8,54.07
30.5,33.8,26.8,74,0,4.2,12.4,25.9,45.85
30.5,33.8,26.8,74,0,4.2,12.4,25.9,28.14
30.5,33.8,26.8,74,0,4.2,12.4,25.9,49.5
30.5,33.8,26.8,74,0,4.2,12.4,25.9,48.04
30.5,33.8,26.8,74,0,4.2,12.4,25.9,44.93
30.5,33.8,26.8,74,0,4.2,12.4,25.9,43.54
31,34,27.2,71,0,4.5,13.5,27.8,57
31,34,27.2,71,0,4.5,13.5,27.8,51.18
30.8,33.8,27.4,69,0,4.2,12.2,25.9,59.21
30.8,33.8,27.4,69,0,4.2,12.2,25.9,62.65
30.9,34,27.2,71,0,4.2,15,27.8,78.75
30.9,34,27.2,71,0,4.2,15,27.8,57.53
30.9,34,28.2,70,0,5.5,13.9,25.9,48.5
30.9,34,28.2,70,0,5.5,13.9,25.9,32.14
30.9,34.2,26.6,69,0,4.7,15.2,25.9,25.93
30.9,34.2,26.6,69,0,4.7,15.2,25.9,22.05
31.1,34.8,28,68,0,5.1,14.8,24.1,42.48
31.1,34.8,28,68,0,5.1,14.8,24.1,41.53
31.3,34.2,27.6,70,0,4.5,13.7,24.1,43.68
31.3,34.2,27.6,70,0,4.5,13.7,24.1,53.66
31.3,34.4,29.4,70,0,4.2,16.5,22.2,47.19
31.3,34.4,29.4,70,0,4.2,16.5,22.2,32.95
31.6,34.4,28.5,72,0,4.2,14.4,22.2,33.22
31.6,34.4,28.5,72,0,4.2,14.4,22.2,38.95
32,35,29.6,72,0,3.9,12.6,25.9,29.55
32,35,29.6,72,0,3.9,12.6,25.9,23.05
31.7,36.4,27.8,70,7.495,3.9,13.7,25.9,35.88
31.7,36.4,27.8,70,7.495,3.9,13.7,25.9,41.42
29.4,34.2,24.1,81,14.99,2.9,16.7,37,41.04
29.4,34.2,24.1,81,14.99,2.9,16.7,37,51.39
28.7,33.6,26,84,17.02,2.9,15.9,35.2,72.32
28.7,33.6,26,84,17.02,2.9,15.9,35.2,66.95
29.7,33.6,24.6,83,44.96,3.1,17.2,31.7,76.53
29.7,33.6,24.6,83,44.96,3.1,17.2,31.7,62.75
29.3,32,25.7,83,19.05,2.9,12.4,22.2,56.76
29.3,32,25.7,83,19.05,2.9,12.4,22.2,52.56
30.4,33.4,26.7,77,0.51,3.2,12.4,22.2,61.4
30.4,33.4,26.7,77,0.51,3.2,12.4,22.2,47.84
30.7,33.2,28.1,73,0,3.7,14.3,25.9,51.78
30.7,33.2,28.1,73,0,3.7,14.3,25.9,64.05
29.7,32.4,26.5,77,0.51,3.2,11.7,20.6,52.68
29.7,32.4,26.5,77,0.51,3.2,11.7,20.6,53.12
29.6,33,26,80,13.97,3.4,13.5,24.1,63.94
29.6,33,26,80,13.97,3.4,13.5,24.1,53.39
28.9,33,26.2,83,4.06,2.9,13.7,25.9,53.14
28.9,33,26.2,83,4.06,2.9,13.7,25.9,52.92
26.3,28,24,95,91.95,1.6,11.7,22.2,49.36
26.3,28,24,95,91.95,1.6,11.7,22.2,47.31
26.6,29,23.4,94,374.9,2.4,6.5,18.3,59.08
26.6,29,23.4,94,374.9,2.4,6.5,18.3,55.06
27.4,30,24,90,34.04,2.7,8.1,18.3,45
27.4,30,24,90,34.04,2.7,8.1,18.3,46.32
29.2,30.2,25,86,40.89,2.4,20.6,31.7,39.63
29.2,30.2,25,86,40.89,2.4,20.6,31.7,42.24
28.2,30,25.1,89,30.99,2.1,18,29.4,32.99
28.2,30,25.1,89,30.99,2.1,18,29.4,41.22
28.9,31.8,26,86,130.05,2.4,17.6,27.8,21.31
28.9,31.8,26,86,130.05,2.4,17.6,27.8,20.72
28.6,30.4,25.4,87,4.06,2.7,17,27.8,20.38
28.6,30.4,25.4,87,4.06,2.7,17,27.8,29.36
29.4,31,25.4,82,10.92,3.2,17,25.9,34.27
29.4,31,25.4,82,10.92,3.2,17,25.9,29.63
29.6,31,27,82,3.05,3.2,17.6,27.8,46.77
29.6,31,27,82,3.05,3.2,17.6,27.8,51.1
30.1,33.4,26.6,76,2.03,3.7,10.9,24.1,47.04
30.1,33.4,26.6,76,2.03,3.7,10.9,24.1,41.79
28.6,32.2,26.2,85,0.25,2.6,10.6,22.2,39.62
28.6,32.2,26.2,85,0.25,2.6,10.6,22.2,54.5
29.2,32.6,25.2,82,6.1,3.1,9.1,22.2,32.85
29.2,32.6,25.2,82,6.1,3.1,9.1,22.2,45.25
27.9,30,24.9,88,38.1,2.3,17.6,27.8,43.48
27.9,30,24.9,88,38.1,2.3,17.6,27.8,42.66
28.1,31,25,87,43.94,1.8,22.4,35.2,38.49
28.1,31,25,87,43.94,1.8,22.4,35.2,34.2
27.8,30,24,88,218.95,2.3,19.6,27.8,33
27.8,30,24,88,218.95,2.3,19.6,27.8,44.55
28.1,29,23.4,87,65.02,2.4,21.7,27.8,57.85
28.1,29,23.4,87,65.02,2.4,21.7,27.8,59.47
28.4,31,25.4,86,12.95,2.6,22.8,33.5,37.22
28.4,31,25.4,86,12.95,2.6,22.8,33.5,39.46
26.7,29,24.2,92,42.93,1.9,23.9,35.2,22.71
26.7,29,24.2,92,42.93,1.9,23.9,35.2,27.38
26.4,28,24.6,94,134.11,1.6,23,40.7,32.07
26.4,28,24.6,94,134.11,1.6,23,40.7,26.16
28.1,29,25.4,87,7.87,2.4,20.2,33.5,42.8
28.1,29,25.4,87,7.87,2.4,20.2,33.5,56.33
28.3,29,26.2,86,1.02,2.4,23.3,33.5,52.25
28.3,29,26.2,86,1.02,2.4,23.3,33.5,64.32
28.1,29,26,88,4.06,2.4,22.2,33.5,74.94
28.1,29,26,88,4.06,2.4,22.2,33.5,77.75
28.3,30,26,86,1.02,2.9,16.1,24.1,88.32
28.3,30,26,86,1.02,2.9,16.1,24.1,99.28
28.2,30,26,86,3.05,2.7,15.2,24.1,49.28
28.2,30,26,86,3.05,2.7,15.2,24.1,81.82
28.3,30.6,25.2,84,7.87,2.7,19.8,31.7,77.93
28.3,30.6,25.2,84,7.87,2.7,19.8,31.7,103.99
28.6,31,25.8,80,2.03,3.7,13.5,22.2,88.36
28.6,31,25.8,80,2.03,3.7,13.5,22.2,112.01
29.1,31.4,25.5,75,1.02,4.5,12.6,25.9,111.2
29.1,31.4,25.5,75,1.02,4.5,12.6,25.9,118.26
28.8,31,26,80,6.1,3.5,18.3,25.9,126.82
28.8,31,26,80,6.1,3.5,18.3,25.9,129.06
27.8,30.2,25,81,10.92,3.1,11.9,24.1,48.57
27.8,30.2,25,81,10.92,3.1,11.9,24.1,29.91
28.4,31,24.6,78,7.11,3.4,12.6,27.8,41.34
28.4,31,24.6,78,7.11,3.4,12.6,27.8,44.55
28.6,31.2,25.8,77,0,3.4,15.2,27.8,41.64
28.6,31.2,25.8,77,0,3.4,15.2,27.8,72.1
27.9,29.2,25.7,87,12.95,2.7,15.9,25.9,46.59
27.9,29.2,25.7,87,12.95,2.7,15.9,25.9,57.91
27.2,28,25.4,87,16,2.4,12.2,25.9,76.14
27.2,28,25.4,87,16,2.4,12.2,25.9,91.27
27.8,31.2,24.9,86,17.02,2.4,13.1,25.9,102.53
27.8,31.2,24.9,86,17.02,2.4,13.1,25.9,84.5
26.4,29,24.6,94,131.06,2.1,14.6,24.1,77.85
26.4,29,24.6,94,131.06,2.1,14.6,24.1,57.59
26.8,29,24.8,93,23.11,2.1,14.6,25.9,39.96
26.8,29,24.8,93,23.11,2.1,14.6,25.9,62.74
26.9,29,23.6,93,119.13,2.1,14.1,22.2,66.83
26.9,29,23.6,93,119.13,2.1,14.1,22.2,76.94
27.1,29,24.3,92,25.91,2.1,17.2,29.4,101.96
27.1,29,24.3,92,25.91,2.1,17.2,29.4,52.22
27.2,29.2,23,90,40.89,2.6,16.1,27.8,41.81
27.2,29.2,23,90,40.89,2.6,16.1,27.8,73.34
28.6,30.6,24.6,86,23.11,3.2,18.1,25.9,98.73
28.6,30.6,24.6,86,23.11,3.2,18.1,25.9,106.42
26.4,30,23.5,89,30.99,2.7,8.5,16.5,132.42
26.4,30,23.5,89,30.99,2.7,8.5,16.5,122.75
27.6,31,23.6,85,69.09,2.4,8.5,16.5,123.27
27.6,31,23.6,85,69.09,2.4,8.5,16.5,128.01
27.1,29,24.7,89,3.05,2.4,13.7,22.2,135.69
27.1,29,24.7,89,3.05,2.4,13.7,22.2,123.26
27.9,31.7,24.6,80,55.12,3.2,16.5,24.1,125.42
27.9,31.7,24.6,80,55.12,3.2,16.5,24.1,163.46
27.7,30,24,88,29.97,2.7,8.1,25.9,171.91
27.7,30,24,88,29.97,2.7,8.1,25.9,167.92
27.8,32,25,85,1.02,3.2,10.4,20.6,163.02
27.8,32,25,85,1.02,3.2,10.4,20.6,154.89
27.6,30.8,23.8,83,28.96,3.5,14.4,24.1,149.57
27.6,30.8,23.8,83,28.96,3.5,14.4,24.1,159.83
28.9,31.8,26,77,0.76,4.3,12.6,22.2,158.37
28.9,31.8,26,77,0.76,4.3,12.6,22.2,143.06
29.2,31.6,24.8,77,0,4.2,11.5,20.6,142.88
29.2,31.6,24.8,77,0,4.2,11.5,20.6,148.72
29,31.6,24.5,79,0,3.5,8.3,20.6,158.29
29,31.6,24.5,79,0,3.5,8.3,20.6,168.1
30,33,24.8,73,0,2.6,9.4,20.6,120.78
30,33,24.8,73,0,2.6,9.4,20.6,98.1
29.5,33.6,24.5,75,0,2.7,9.8,27.8,109.16
29.5,33.6,24.5,75,0,2.7,9.8,27.8,121.72
28.5,33,23.5,74,3.05,3.1,8.7,20.6,149.35
28.5,33,23.5,74,3.05,3.1,8.7,20.6,140.48
30.4,35,24.2,67,0.51,2.9,7.6,18.3,157.73
30.4,35,24.2,67,0.51,2.9,7.6,18.3,147.34
31.4,35,25.6,62,0,2.6,10,20.6,150.62
31.4,35,25.6,62,0,2.6,10,20.6,169.34
32.1,36.2,23.8,47,0,3.1,9.4,20.6,169.26
32.1,36.2,23.8,47,0,3.1,9.4,20.6,132.97
25.7,27,24.4,86,9.91,2.6,10.2,18.3,110.41
25.7,27,24.4,86,9.91,2.6,10.2,18.3,143.27
25.6,27.4,23.4,85,2.03,3.1,11.1,22.2,161.83
25.6,27.4,23.4,85,2.03,3.1,11.1,22.2,149.67
27.9,32,23.4,77,1.14,3.5,10.6,20.6,137.11
27.9,32,23.4,77,1.14,3.5,10.6,20.6,138.83
28.2,30,23.8,72,2.03,3.5,15.7,25.9,169.49
28.2,30,23.8,72,2.03,3.5,15.7,25.9,174.95
27.3,30,24.7,78,0.25,3.1,8.9,22.2,171.39
27.3,30,24.7,78,0.25,3.1,8.9,22.2,167.3
28.9,32,23,70,1.02,3.2,9.6,20.6,205.91
28.9,32,23,70,1.02,3.2,9.6,20.6,215.78
30.6,34,24.6,58,0,4.5,11.3,18.3,152.83
30.6,34,24.6,58,0,4.5,11.3,18.3,154.44
28.9,34.4,25,72,35.05,3.5,9.6,22.2,140.33
28.9,34.4,25,72,35.05,3.5,9.6,22.2,145.75
28.7,32.8,23,70,0,4.2,10.9,24.1,155.08
28.7,32.8,23,70,0,4.2,10.9,24.1,127.82
28.7,32.6,23.9,73,0,3.9,8.7,20.6,183.88
28.7,32.6,23.9,73,0,3.9,8.7,20.6,171.73
28.7,32.2,24.6,73,0,3.5,14.6,24.1,157.8
28.7,32.2,24.6,73,0,3.5,14.6,24.1,158.44
27.2,30.4,24,83,33.02,3.1,12.6,22.2,162.68
27.2,30.4,24,83,33.02,3.1,12.6,22.2,142.64
27.7,30.4,23.8,79,29.97,3.2,8.9,16.5,165.84
27.7,30.4,23.8,79,29.97,3.2,8.9,16.5,120.55
29.8,34.4,23.8,60,0,2.6,9.8,16.5,126.87
29.8,34.4,23.8,60,0,2.6,9.8,16.5,143.74
28.7,33,22,54,0,2.9,10.2,22.2,162.07
28.7,33,22,54,0,2.9,10.2,22.2,194.66
29.1,32.6,23.2,62,0,2.6,8.5,14.8,120.46
29.1,32.6,23.2,62,0,2.6,8.5,14.8,97.67
29.1,34,21.4,55,0,2.7,7.4,14.8,91.62
29.1,34,21.4,55,0,2.7,7.4,14.8,84.73
28.7,33,21.4,64,0,2.4,8.9,16.5,115.87
28.7,33,21.4,64,0,2.4,8.9,16.5,167.77
29.5,34,22.2,58,0,2.6,8.5,16.5,195.03
29.5,34,22.2,58,0,2.6,8.5,16.5,181.54
28.6,33,22.2,59,0,2.4,6.9,16.5,207.73
28.6,33,22.2,59,0,2.4,6.9,16.5,173.23
28.1,33,20.5,61,0,2.4,7.4,14.8,189.99
28.1,33,20.5,61,0,2.4,7.4,14.8,163.95
28.8,33.4,21.4,55,0,2.7,9.3,18.3,192.11
28.8,33.4,21.4,55,0,2.7,9.3,18.3,210.51
29.4,34,23.6,65,0,2.4,8,16.5,120.42
29.4,34,23.6,65,0,2.4,8,16.5,81.69
29.2,34,23.4,64,0,2.7,9.8,18.3,97
29.2,34,23.4,64,0,2.7,9.8,18.3,141.65
29.4,33,23.7,59,0,3.7,10.6,16.5,158.62
29.4,33,23.7,59,0,3.7,10.6,16.5,168.79
28.3,33,21.6,48,0,3.7,10.9,20.6,186.22
28.3,33,21.6,48,0,3.7,10.9,20.6,165.19
28.1,32,22.2,55,0,2.7,8.9,16.5,151.8
28.1,32,22.2,55,0,2.7,8.9,16.5,153.38
28.4,32,21.6,60,0,3.5,8.1,14.8,127.57
28.4,32,21.6,60,0,3.5,8.1,14.8,136.21
25.9,30,19.5,64,0,3.1,11.5,22.2,151.73
25.9,30,19.5,64,0,3.1,11.5,22.2,144.61
25.6,30.4,18,62,0,3.1,8.9,22.2,129.32
25.6,30.4,18,62,0,3.1,8.9,22.2,143.87
26.2,31,18,65,0,2.7,7.8,20.6,145.25
26.2,31,18,65,0,2.7,7.8,20.6,152.14
27.6,33.4,21.4,55,0,2.6,8.5,18.3,149.22
27.6,33.4,21.4,55,0,2.6,8.5,18.3,151.37
27.5,32,20,59,0,2.6,8.5,16.5,165.51
27.5,32,20,59,0,2.6,8.5,16.5,212.49
27.5,31,21.1,60,0,2.6,8.5,16.5,201.4
27.5,31,21.1,60,0,2.6,8.5,16.5,212.28
28,31,24.2,70,0,1.8,7.4,16.5,146.64
28,31,24.2,70,0,1.8,7.4,16.5,100.68
26.5,30.4,20.4,56,0,2.9,9.1,24.1,157.96
26.5,30.4,20.4,56,0,2.9,9.1,24.1,194.83
26.3,32,18,60,0,2.7,9.4,16.5,185.63
26.3,32,18,60,0,2.7,9.4,16.5,152.41
23.5,28,16.4,51,0,2.7,7.6,18.3,131.59
23.5,28,16.4,51,0,2.7,7.6,18.3,144.95
23.3,28.6,15,60,0,2.1,6.9,16.5,185.24
23.3,28.6,15,60,0,2.1,6.9,16.5,183.77
23.9,28,17.2,65,0,2.1,8.3,20.6,121.29
23.9,28,17.2,65,0,2.1,8.3,20.6,142.49
23.3,26.8,16.6,62,0,2.4,10.6,24.1,137.1
23.3,26.8,16.6,62,0,2.4,10.6,24.1,122.49
27.1,31.6,19.6,63,0,2.6,8.1,18.3,108.48
27.1,31.6,19.6,63,0,2.6,8.1,18.3,105.77
26,29.6,19.6,61,0,3.2,10,18.3,131.04
26,29.6,19.6,61,0,3.2,10,18.3,125.15
24.1,28,16.4,54,0,3.1,10.4,22.2,134.18
24.1,28,16.4,54,0,3.1,10.4,22.2,125.98
25.9,29.4,21.5,74,0,2.7,8.9,20.6,74.65
25.9,29.4,21.5,74,0,2.7,8.9,20.6,80.55
24.6,28.2,19,60,0,3.1,10.9,22.2,108.48
24.6,28.2,19,60,0,3.1,10.9,22.2,126.36
23.2,27,16.9,53,0,3.4,9.8,22.2,175.84
23.2,27,16.9,53,0,3.4,9.8,22.2,190.49
25.7,32,15.8,54,0,2.4,6.7,18.3,204.96
25.7,32,15.8,54,0,2.4,6.7,18.3,150.71
26.6,33,17.6,56,0,2.6,8.9,18.3,99.38
26.6,33,17.6,56,0,2.6,8.9,18.3,84.44
26.1,30,19,55,0,2.9,7.6,16.5,67.91
26.1,30,19,55,0,2.9,7.6,16.5,53.27
27.9,33,19.6,54,0,2.7,8.7,20.6,64.7
27.9,33,19.6,54,0,2.7,8.7,20.6,92.81
27.2,32,20.8,59,0,2.4,8.5,16.5,77.24
27.2,32,20.8,59,0,2.4,8.5,16.5,65.48
25.3,30,20,65,0,3.4,10.4,22.2,69.65
25.3,30,20,65,0,3.4,10.4,22.2,67.46
23.6,28.2,15,55,0,3.4,10,25.9,66.1
23.6,28.2,15,55,0,3.4,10,25.9,63.65
24.8,29,15.4,58,0,2.9,8.1,18.3,63.61
24.8,29,15.4,58,0,2.9,8.1,18.3,58.94
25.9,30,17.7,59,0,2.4,9.4,20.6,77.19
25.9,30,17.7,59,0,2.4,9.4,20.6,83.88
24.7,28.4,18.8,73,0,2.3,8,18.3,78.44
24.7,28.4,18.8,73,0,2.3,8,18.3,73.53
23.4,27,14.2,49,0,3.2,10.9,27.8,54.45
23.4,27,14.2,49,0,3.2,10.9,27.8,79.61
25.3,29,16.6,50,0,2.9,14.4,24.1,98.54
25.3,29,16.6,50,0,2.9,14.4,24.1,93.39
27,32.6,19.6,45,0,3.1,13.9,24.1,83.39
27,32.6,19.6,45,0,3.1,13.9,24.1,82.21
29.4,34,21.7,45,0,3.2,9.3,20.6,81.99
29.4,34,21.7,45,0,3.2,9.3,20.6,75.31
29.3,34,21.6,38,0,4.3,10.7,22.2,81.61
29.3,34,21.6,38,0,4.3,10.7,22.2,66.58
27.8,33,19.6,36,0,3.5,10.9,24.1,55.03
27.8,33,19.6,36,0,3.5,10.9,24.1,53.53
29.2,34.6,20.8,49,0,2.9,9.3,20.6,52.34
29.2,34.6,20.8,49,0,2.9,9.3,20.6,63.75
28.5,34,20.4,49,0,3.2,10,22.2,81
28.5,34,20.4,49,0,3.2,10,22.2,54.81
27.7,33.4,20.6,50,0,3.4,10.6,24.1,52.92
27.7,33.4,20.6,50,0,3.4,10.6,24.1,54.84
29.8,37.2,18,26,0,3.9,10,20.6,47.88
29.8,37.2,18,26,0,3.9,10,20.6,44.63
29.6,36.4,22,28,0,3.4,12,18.3,51.09
29.6,36.4,22,28,0,3.4,12,18.3,45.04
29.5,36,20.4,29,0,3.1,8.9,22.2,50.93
29.5,36,20.4,29,0,3.1,8.9,22.2,57.68
27.7,31,20.2,52,0,4.2,9.8,22.2,53.42
27.7,31,20.2,52,0,4.2,9.8,22.2,43.76
