T,TM,Tm,H,PP,VV,V,VM,NO2
27.8,30,23.6,92,1.911,3.1,5.7,14.8,120.15
28.6,31,24,91,1.911,3.1,5.6,13,115.06
28.6,31,24,91,1.911,3.1,5.6,13,120.8
29.6,32,25,88,1.911,2.6,4.4,11.1,114.12
29.6,32,25,88,0,2.6,4.4,11.1,94.13
29.3,33,24.7,85,0,2.9,10.7,14.8,91.24
29.3,33,24.7,85,0,2.9,10.7,14.8,70.52
30.2,34,24.6,82,0,3.4,8.7,14.8,66.92
30.2,34,24.6,82,0,3.4,8.7,14.8,79.786
31.5,36,25.4,75,0,3.7,8.3,16.5,76.12
31.5,36,25.4,75,0,3.7,8.3,16.5,83.11
30.6,35,24.3,78,0,3.4,3.1,11.1,38.53
30.6,35,24.3,78,0,3.4,3.1,11.1,4.7
30.2,33,25.6,87,0,2.9,5.2,13,0.69
30.2,33,25.6,87,0,2.9,5.2,13,0.66
29,33,23.3,80,0,3.7,16.7,27.8,4.78
29,33,23.3,80,0,3.7,16.7,27.8,8.53
27.8,32,22.6,86,0,3.2,14.3,22.2,8.56
27.8,32,22.6,86,0,3.2,14.3,22.2,6.8
27.2,30,23.1,88,0,3.1,11.9,18.3,4.84
27.2,30,23.1,88,0,3.1,11.9,18.3,7.34
28.3,31,23.6,86,0,2.4,9.3,16.5,8.05
28.3,31,23.6,86,0,2.4,9.3,16.5,27.21
31.1,35.5,25.5,78,0,3.9,10,18.3,13.28
31.1,35.5,25.5,78,0,3.9,10,18.3,3
31.2,35.2,25.2,77,0,4,6.7,13,2.98
31.2,35.2,25.2,77,0,4,6.7,13,2.97
31.7,36,25.4,74,0,4.2,4.1,18.3,10.09
31.7,36,25.4,74,0,4.2,4.1,18.3,3.11
30.3,35,25.2,77,0,3.7,10,22.2,3.19
30.3,35,25.2,77,0,3.7,10,22.2,3.25
27.6,32,22,89,0,2.4,7.4,16.5,10.7
27.6,32,22,89,0,2.4,7.4,16.5,3.25
25.9,27.5,24,97,0,2.3,6.7,11.1,11.34
25.9,27.5,24,97,0,2.3,6.7,11.1,10.65
28.9,34,22,74,0,3.4,8.3,14.8,3.2
28.9,34,22,74,0,3.4,8.3,14.8,3.26
28.2,33,22.2,74,0,3.2,5.9,11.1,10.38
28.2,33,22.2,74,0,3.2,5.9,11.1,11.63
27.6,34,21,73,0,3.5,6.1,11.1,20.17
27.6,34,21,73,0,3.5,6.1,11.1,11.36
27.4,33,21.3,72,0,3.4,6.5,13,11.36
27.4,33,21.3,72,0,3.4,6.5,13,11.36
26.9,33,20.2,68,0,3.2,6.3,13,11.36
26.9,33,20.2,68,0,3.2,6.3,13,11.36
27.3,33.2,19.8,70,0,3.5,5,11.1,11.36
27.3,33.2,19.8,70,0,3.5,5,11.1,11.36
26.7,33,19.1,71,0,2.3,5.4,11.1,11.36
26.7,33,19.1,71,0,2.3,5.4,11.1,11.36
26.7,33,19.6,72,0,2.6,3.7,11.1,11.36
26.7,33,19.6,72,0,2.6,3.7,11.1,9.470434783
27.5,33,20.5,69,0,2.6,5,9.4,9.470434783
27.5,33,20.5,69,0,2.6,5,9.4,9.470434783
26.8,32,19,66,0,2.6,6.1,33.5,9.470434783
26.8,32,19,66,0,2.6,6.1,33.5,9.470434783
27.2,33.2,20.4,62,0,3.4,8.1,14.8,9.470434783
27.2,33.2,20.4,62,0,3.4,8.1,14.8,9.470434783
26.7,33.2,20.2,63,0,3.2,7,16.5,9.470434783
26.7,33.2,20.2,63,0,3.2,7,16.5,9.470434783
27.4,34,18.6,59,0,2.9,5,11.1,9.470434783
27.4,34,18.6,59,0,2.9,5,11.1,9.470434783
23.8,31,16.6,66,0,2.1,6.1,11.1,9.470434783
23.8,31,16.6,66,0,2.1,6.1,11.1,9.470434783
22.2,30,15.4,73,0,1.8,3.7,11.1,9.470434783
22.2,30,15.4,73,0,1.8,3.7,11.1,9.470434783
22.4,30,15.1,70,0,1.3,2,9.4,9.470434783
22.4,30,15.1,70,0,1.3,2,9.4,9.470434783
22.575,30,15.55,69.75,0,1.775,2.95,10.725,9.470434783
22.575,30,15.55,69.75,0,1.775,2.95,10.725,9.470434783
23.3,30,16.6,66,0,2.7,4.1,13,9.470434783
23.3,30,16.6,66,0,2.7,4.1,13,9.470434783
22.9,30,14.7,63,0,3.2,5.4,13,9.470434783
22.9,30,14.7,63,0,3.2,5.4,13,9.470434783
22.1,30,14,59,0,2.9,6.9,18.3,9.470434783
22.1,30,14,59,0,2.9,6.9,18.3,9.470434783
21,28,14.4,74,0,1.6,1.9,7.6,9.470434783
21,28,14.4,74,0,1.6,1.9,7.6,9.470434783
21.1,29,15.1,75,0,1.8,3.9,11.1,9.470434783
21.1,29,15.1,75,0,1.8,3.9,11.1,9.470434783
21.3,28,14.3,73,0,1.8,4.3,13,9.470434783
21.3,28,14.3,73,0,1.8,4.3,13,9.470434783
20.2,27.5,13,71,0,2.4,2.6,13,9.470434783
20.2,27.5,13,71,0,2.4,2.6,13,9.470434783
20.5,27,14,77,0,1.4,2.2,9.4,9.470434783
20.5,27,14,77,0,1.4,2.2,9.4,9.470434783
20.2,26,15,87,0,1,1.1,9.4,9.470434783
20.2,26,15,87,0,1,1.1,9.4,9.470434783
22,28,16.6,80,0,2.6,4.1,11.1,9.470434783
22,28,16.6,80,0,2.6,4.1,11.1,9.470434783
21.9,28,16.6,84,0,1.9,1.9,11.1,9.470434783
21.9,28,16.6,84,0,1.9,1.9,11.1,9.470434783
20.2,23.5,16.9,92,0,0.6,6.9,11.1,9.470434783
20.2,23.5,16.9,92,0,0.6,6.9,11.1,9.470434783
16.2,22,12.5,88,0,1,5.4,11.1,9.470434783
16.2,22,12.5,88,0,1,5.4,11.1,9.470434783
16.5,22,12,84,0,1.3,5.2,16.5,9.470434783
16.5,22,12,84,0,1.3,5.2,16.5,9.470434783
15.8,20,11.5,81,0,1.6,5.6,11.1,9.470434783
15.8,20,11.5,81,0,1.6,5.6,11.1,9.470434783
15.7,20,12.2,85,0,1.4,6.5,11.1,9.470434783
15.7,20,12.2,85,0,1.4,6.5,11.1,9.470434783
14.4,19,9.6,91,0,0.6,3,11.1,9.470434783
14.4,19,9.6,91,0,0.6,3,11.1,9.470434783
14.9,21,10.2,90,0,0.8,2.6,11.1,9.470434783
14.9,21,10.2,90,0,0.8,2.6,11.1,9.470434783
19.1,25.5,11.6,71,0,2.4,8,14.8,9.470434783
19.1,25.5,11.6,71,0,2.4,8,14.8,9.470434783
18.2,25,11,68,0,1.9,6.1,13,9.470434783
18.2,25,11,68,0,1.9,6.1,13,9.470434783
16.9,24,10.5,77,0,1.1,2.8,7.6,9.470434783
16.9,24,10.5,77,0,1.1,2.8,7.6,9.470434783
20.1,26,13.5,81,0,1.1,4.4,11.1,9.470434783
20.1,26,13.5,81,0,1.1,4.4,11.1,9.470434783
17.8,21.2,13.2,92,0,0.6,7,18,9.470434783
17.8,21.2,13.2,92,0,0.6,7,18,9.470434783
15.5,17,11.7,93,0,1,4.8,11.1,9.470434783
15.5,17,11.7,93,0,1,4.8,11.1,9.470434783
17.34,20.48,12.66,90.2,0,0.86,5.6,13.86,9.470434783
16.78,20.8,12.8,87.6,0,1.18,4.7,12.05,9.470434783
17.1,22,13,83,0,1.4,4.8,13,9.470434783
17.1,22,13,83,0,1.4,4.8,13,9.470434783
16.4,19,12.7,91,0,1,2.8,11.1,9.470434783
16.4,19,12.7,91,0,1,2.8,11.1,9.470434783
16.9,22,12.6,90,0,1.1,8.3,12.05,9.470434783
16.9,22,12.6,90,0,1.1,8.3,11.86,9.470434783
15.3,21,10.5,86,0,1,4.8,11.1,9.470434783
15.3,21,10.5,86,0,1,4.8,11.1,9.470434783
18.4,24,13.3,73,0,2.4,5.7,13,9.470434783
18.4,24,13.3,73,0,2.4,5.7,13,9.470434783
18.3,24,11.6,76,0,1.6,3.7,11.1,9.470434783
18.3,24,11.6,76,0,1.6,3.7,11.1,9.470434783
13.4,20,5,57,0,3.1,7,22.2,9.470434783
13.4,20,5,57,0,3.1,7,22.2,9.470434783
13.7,21,4.8,59,0,1.9,5.7,13,9.470434783
13.7,21,4.8,59,0,1.9,5.7,13,9.470434783
14.7,23,5.7,69,0,2.1,4.4,11.1,9.470434783
14.7,23,5.7,69,0,2.1,4.4,11.1,9.470434783
18.2,25,10.2,58,0,3.1,7.6,16.5,9.470434783
18.2,25,10.2,58,0,3.1,7.6,16.5,9.470434783
18.5,26,10.7,60,0,2.6,11.9,22.2,9.470434783
18.5,26,10.7,60,0,2.6,11.9,22.2,9.470434783
17.4,25,9.3,63,0,2.7,6.7,14.8,9.470434783
17.4,25,9.3,63,0,2.7,6.7,14.8,9.470434783
20.5,28,11.7,68,0,2.3,1.9,9.4,9.470434783
20.5,28,11.7,68,0,2.3,1.9,9.4,9.470434783
20.6,28,12.3,71,0,2.1,3.7,13,9.470434783
20.6,28,12.3,71,0,2.1,3.7,13,9.470434783
19.9,24,15.5,75,0,2.1,6.3,14.8,9.470434783
19.9,24,15.5,75,0,2.1,6.3,14.8,9.470434783
16.9,23,9.1,78,0,1.4,2.8,7.6,9.470434783
16.9,23,9.1,78,0,1.4,2.8,7.6,9.470434783
15.9,20,11.5,87,0,1.6,2.4,7.6,9.470434783
15.9,20,11.5,87,0,1.6,2.4,7.6,9.470434783
15.9,22,8.7,81,0,1.6,3.9,14.8,9.470434783
15.9,22,8.7,81,0,1.6,3.9,14.8,9.470434783
17.3,24,10.1,79,0,1.8,3,11.1,9.470434783
17.3,24,10.1,79,0,1.8,3,11.1,9.470434783
20.3,27,14.1,59,0,3.2,7.8,18.3,9.470434783
20.3,27,14.1,59,0,3.2,7.8,18.3,9.470434783
19.1,26.2,10.6,63,0,3.2,3.3,14.8,9.470434783
19.1,26.2,10.6,63,0,3.2,3.3,14.8,9.470434783
19.9,28,10.1,59,0,2.9,1.1,11.1,9.470434783
19.9,28,10.1,59,0,2.9,1.1,11.1,9.470434783
22.1,29,13.1,63,0,3.1,3.3,11.1,9.470434783
22.1,29,13.1,63,0,3.1,3.3,11.1,9.470434783
21.7,29,14.5,64,0,2.9,3.9,11.1,9.470434783
21.7,29,14.5,64,0,2.9,3.9,11.1,9.470434783
20.2,27,12,62,0,2.9,3.7,11.1,9.470434783
20.2,27,12,62,0,2.9,3.7,11.1,9.470434783
22.8,29,15.6,73,0,1.9,3.3,11.1,9.470434783
22.8,29,15.6,73,0,1.9,3.3,11.1,9.470434783
23.9,31,16.8,70,0,2.4,6.1,14.8,9.470434783
23.9,31,16.8,70,0,2.4,6.1,14.8,9.470434783
25.4,33.5,16.3,58,0,3.5,4.6,11.1,9.470434783
25.4,33.5,16.3,58,0,3.5,4.6,11.1,9.470434783
20.3,27,11.5,50,0,3.9,5.4,11.1,9.470434783
20.3,27,11.5,50,0,3.9,5.4,11.1,9.470434783
21.2,29,12.1,54,0,3.7,3.7,14.8,9.470434783
21.2,29,12.1,54,0,3.7,3.7,14.8,9.470434783
22.3,30,12.1,48,0,3.9,4.6,13,9.470434783
22.3,30,12.1,48,0,3.9,4.6,13,34.0115
24.4,33,13.7,53,0,3.5,4.4,16.5,34.0115
24.4,33,13.7,53,0,3.5,4.4,16.5,34.0115
25.7,34,15.4,51,0,4,4.8,13,34.0115
25.7,34,15.4,51,0,4,4.8,13,34.0115
25.8,33,18.1,48,0,3.9,5.2,11.1,34.0115
25.8,33,18.1,48,0,3.9,5.2,11.1,34.0115
23.6,31,12.4,42,0,4.3,4.6,14.8,34.0115
23.6,31,12.4,42,0,4.3,4.6,14.8,34.0115
24.1,32,14.1,47,0,4,5,16.5,34.0115
24.1,32,14.1,47,0,4,5,16.5,36.49666667
24.4,30,18.2,61,0,2.7,2.8,9.4,36.49666667
24.4,30,18.2,61,0,2.7,2.8,9.4,36.49666667
20.7,28,11.7,46,0,4,8.9,18.3,36.49666667
20.7,28,11.7,46,0,4,8.9,18.3,36.49666667
22.1,29,11.2,44,0,3.9,5,11.1,36.49666667
22.1,29,11.2,44,0,3.9,5,11.1,36.49666667
22.1,29,12.1,47,0,3.7,5.9,16.5,36.49666667
22.1,29,12.1,47,0,3.7,5.9,16.5,36.49666667
21.3,26.5,15.1,67,0,1.9,3.9,11.1,36.49666667
21.3,26.5,15.1,67,0,1.9,3.9,11.1,36.49666667
24.4,31,15,55,0,3.1,6.1,13,36.49666667
24.4,31,15,55,0,3.1,6.1,13,36.49666667
24.6,31,15.6,60,0,3.5,6.3,11.1,36.49666667
24.6,31,15.6,60,0,3.5,6.3,11.1,36.49666667
30.9,38,22.5,49,0,3.7,11.1,22.2,23.4
30.9,38,22.5,49,0,3.7,11.1,22.2,56.05
27.9,34,20.6,63,0,3.1,7.4,14.8,30.04
27.9,34,20.6,63,0,3.1,7.4,14.8,10.05
29.4,35,21.6,59,0,3.2,7.8,18.3,13.24
29.4,35,21.6,59,0,3.2,7.8,18.3,22.17
28.7,33,22,68,0,2.9,4.6,11.1,16.61
28.7,33,22,68,0,2.9,4.6,11.1,20.42
31,37,22.7,63,0,2.9,4.3,18.3,25.61
31,37,22.7,63,0,2.9,4.3,18.3,21.29
30.6,37,22.6,58,0,3.1,3.1,11.1,27.38
30.6,37,22.6,58,0,3.1,3.1,11.1,22.59
32.6,40,23.8,46,0,3.1,3,18.3,49.33
32.6,40,23.8,46,0,3.1,3,18.3,23.42
31.2,36.2,23.1,65,0,3.1,7.4,14.8,20.6
31.2,36.2,23.1,65,0,3.1,7.4,14.8,57.94
32.7,39.2,23.2,44,0,3.9,3.5,11.1,34.38
32.7,39.2,23.2,44,0,3.9,3.5,11.1,31.69
31.2,38.2,21.6,25,0,4.3,9.1,22.2,29.8
31.2,38.2,21.6,25,0,4.3,9.1,22.2,63.63
31.4,38,23.2,49,0,3.9,7.4,18.3,44.6
31.4,38,23.2,49,0,3.9,7.4,18.3,48.54
31.7,37,23.6,53,0,3.2,9.4,14.8,44.41
31.7,37,23.6,53,0,3.2,9.4,14.8,35.42
29.3,34,23.7,46,0,3.2,14.3,33.5,22.25
29.3,34,23.7,46,0,3.2,14.3,33.5,28.58
32.2,37.5,26,61,0,2.4,6.9,14.8,35.84
32.2,37.5,26,61,0,2.4,6.9,14.8,76.92
27.8,31,23.5,61,0,2.7,15.6,18.3,85.68
27.8,31,23.5,61,0,2.7,15.6,18.3,65.7
28.3,32,22.9,73,0,2.7,14.4,20.6,45.43
28.3,32,22.9,73,0,2.7,14.4,20.6,42.9
33.2,40.2,23,42,0,4,7.2,18.3,85.82
33.2,40.2,23,42,0,4,7.2,18.3,55.14
32.9,40.5,22.2,31,0,4.2,6.1,18.3,52.44
32.9,40.5,22.2,31,0,4.2,6.1,18.3,36
33.4,41,22.3,27,0,3.9,4.6,18.3,84.186
33.4,41,22.3,27,0,3.9,4.6,18.3,51.29
28.1,31,22.6,53,0,3.2,9.3,25.9,226.06
28.1,31,22.6,53,0,3.2,9.3,25.9,163.2
30.8,37,21.7,44,0,4.2,2.4,11.1,137.49
30.8,37,21.7,44,0,4.2,2.4,11.1,136.02
33.7,40.2,22.6,40,0,4.2,2.8,11.1,143.99
33.7,40.2,22.6,40,0,4.2,2.8,11.1,173.62
31.9,37,23.7,57,0,3.9,11.5,20.6,173.39
31.9,37,23.7,57,0,3.9,11.5,20.6,266.46
31.7,36,24.8,64,0,3.2,14.4,22.2,178.84
31.7,36,24.8,64,0,3.2,14.4,22.2,141.94
25.4,29,19.5,75,0,3.2,9.4,24.1,169.82
25.4,29,19.5,75,0,3.2,9.4,24.1,239.18
32.4,37,26.1,61,0,3.4,8.3,25.9,137.59
32.4,37,26.1,61,0,3.4,8.3,25.9,108.12
32.6,37,26.5,60,0,3.9,12.6,22.2,130.19
32.6,37,26.5,60,0,3.9,12.6,22.2,177.7
31.4,37.5,25.6,65,0,3.2,14.8,27.8,173.97
31.4,37.5,25.6,65,0,3.2,14.8,27.8,112.13
34,41,24.7,50,0,4,5.9,16.5,110.96
34,41,24.7,50,0,4,5.9,16.5,115.89
35.2,42,27.4,47,0,3.4,3.1,9.4,76.32
35.2,42,27.4,47,0,3.4,3.1,9.4,100.81
36.8,43,27.7,44,0,3.7,8.9,18.3,53.74
36.8,43,27.7,44,0,3.7,8.9,18.3,31.58
35,42,28,49,0,3.7,11.9,24.1,28.56
35,42,28,49,0,3.7,11.9,24.1,29.44
31.4,38,25,55,0,4.2,18.9,25.9,31.01
31.4,38,25,55,0,4.2,18.9,25.9,29.49
27.5,31.2,21.2,72,0,2.9,14.1,29.4,28.68
27.5,31.2,21.2,72,0,2.9,14.1,29.4,29.81
31.8,36.2,25.1,63,0,4,10.9,18.3,20.7
31.8,36.2,25.1,63,0,4,10.9,18.3,21.84
33.5,39.4,26.6,62,0,3.5,4.3,11.1,23.83
33.5,39.4,26.6,62,0,3.5,4.3,11.1,21.09
32.9,39,28,64,0,3.2,6.1,18.3,14.26
32.9,39,28,64,0,3.2,6.1,18.3,13
34.4,42,25.3,53,0,3.4,7.2,18.3,166.01
34.4,42,25.3,53,0,3.4,7.2,18.3,142.62
26,27,23.3,94,0,2.1,5,18.3,166.19
26,27,23.3,94,0,2.1,5,18.3,152.65
29.4,32.2,23.7,80,0,3.2,6.5,14.8,121.4
29.4,32.2,23.7,80,0,3.2,6.5,14.8,114.96
30.8,36,25.1,72,0,3.1,5.9,22.2,104.52
30.8,36,25.1,72,0,3.1,5.9,22.2,78.7
33.4,40,26.8,61,0,3.4,7.2,14.8,36.81
33.4,40,26.8,61,0,3.4,7.2,14.8,73.19
33.9,39,27.2,62,0,3.5,10.6,18.3,103.91
33.9,39,27.2,62,0,3.5,10.6,18.3,55.57
29.8,34,21.5,76,0,3.2,10.9,27.8,15.5
29.8,34,21.5,76,0,3.2,10.9,27.8,89.01
33.1,40,27.5,62,0,3.2,8.7,22.2,122.68
33.1,40,27.5,62,0,3.2,8.7,22.2,95.82
29.6,33,25.1,78,0,3.1,9.3,13,127.19
29.6,33,25.1,78,0,3.1,9.3,13,44.58
28.8,35.2,25.6,84,0,3.1,3.9,18.3,31.26
28.8,35.2,25.6,84,0,3.1,3.9,18.3,11.99
32.4,36,26.1,66,0,3.5,13.7,25.9,5.83
32.4,36,26.1,66,0,3.5,13.7,25.9,34.49
32.2,36,26.7,67,0,3.4,16.3,22.2,72.24
32.2,36,26.7,67,0,3.4,16.3,22.2,48.77
32.7,38,27.1,64,0,3.9,15,25.9,22.89
32.7,38,27.1,64,0,3.9,15,25.9,89.94
28.8,32,25,88,0,2.4,5.2,13,54.31
28.8,32,25,88,0,2.4,5.2,13,21.22
28.9,33,24.5,87,0,3.1,6.9,18.3,69.63
28.9,33,24.5,87,0,3.1,6.9,18.3,96.31
29.8,35,24.7,84,0,3.2,5,14.8,93.6
29.8,35,24.7,84,0,3.2,5,14.8,43.78
29.1,33,25.8,87,0,2.7,6.5,11.1,56.84
29.1,33,25.8,87,0,2.7,6.5,11.1,78.47
30.1,34,26.5,81,0,3.1,6.1,14.8,92.22
30.1,34,26.5,81,0,3.1,6.1,14.8,69.93
28.6,34,26,90,0,2.1,8,20.6,30.04
28.6,34,26,90,0,2.1,8,20.6,63.83
28.3,32,25.7,87,0,2.4,11.3,22.2,80.13
28.3,32,25.7,87,0,2.4,11.3,22.2,34.98
30.3,34,26.1,77,0,3.4,11.5,20.6,28.23
30.3,34,26.1,77,0,3.4,11.5,20.6,47.74
31.7,35,27.5,71,0,3.5,10,18.3,64.21
31.7,35,27.5,71,0,3.5,10,18.3,65.33
30.3,35,27,77,0,3.1,13.3,25.9,44.39
30.3,35,27,77,0,3.1,13.3,25.9,70.96
28.4,32,23,84,0,3.1,16.5,24.1,38.37
28.4,32,23,84,0,3.1,16.5,24.1,22
27.7,30,25.7,90,0,2.7,13.9,22.2,9.39
27.7,30,25.7,90,0,2.7,13.9,22.2,45.47
27.8,30,25,83,0,3.1,14.3,22.2,23.39
27.8,30,25,83,0,3.1,14.3,22.2,14.36
28.6,31,25.2,82,0,3.2,20.6,29.4,85.07
28.6,31,25.2,82,0,3.2,20.6,29.4,73.46
28.4,32,25.8,87,0,2.9,12.4,20.6,15.13
28.4,32,25.8,87,0,2.9,12.4,20.6,8.15
30.9,35.2,26.7,80,0,3.5,5.7,11.1,94.99
30.9,35.2,26.7,80,0,3.5,5.7,11.1,121.91
28.5,35,26,88,0,3.2,5.2,18.3,51.45
28.5,35,26,88,0,3.2,5.2,18.3,33.34
28.9,32.5,26,87,0,2.9,7.4,14.8,28.87
28.9,32.5,26,87,6.1,2.9,7.4,14.8,25.44
28.1,29.5,25.7,92,6.1,3.2,8,16.5,24.45
28.1,29.5,25.7,92,6.1,3.2,8,16.5,21.58
30.6,35,28.1,84,6.1,3.1,10.6,22.2,21.11
30.6,35,28.1,84,6.1,3.1,10.6,22.2,28.34
30.8,34.2,27.5,81,6.1,3.5,8.3,18.3,25.05
30.8,34.2,27.5,81,6.1,3.5,8.3,18.3,22.2
30.6,35,26.7,83,0,3.7,5.9,14.8,20.64
30.6,35,26.7,83,0,3.7,5.9,14.8,22.42
27.8,29,26,91,2.033333333,3.2,3.5,7.6,49.33
27.8,29,26,91,2.033333333,3.2,3.5,7.6,50.97
26.9,30,24.7,91,2.033333333,3.1,4.8,25.9,27.98
26.9,30,24.7,91,0,3.1,4.8,25.9,53.98
27.8,30,25.6,91,0,2.7,4.3,11.1,37.18
27.8,30,25.6,91,0,2.7,4.3,11.1,24.31
31,34,27.2,73,0,3.9,13.5,22.2,16.69
31,34,27.2,73,0,3.9,13.5,22.2,15.04
30.7,34,26.6,75,0,3.7,10,24.1,12.49
30.7,34,26.6,75,0,3.7,10,24.1,10.87
31,35,26.2,74,0,3.5,5.2,11.1,12.2
31,35,26.2,74,0,3.5,5.2,11.1,11.46
31,35,26.2,79,0,3.2,5.9,18.3,43.3
31,35,26.2,79,0,3.2,5.9,18.3,30.15
31.8,36,27.4,75,0,3.4,5.7,14.8,12.22
31.8,36,27.4,75,0,3.4,5.7,14.8,15.2
28.7,31,26.4,87,0,3.2,13,25.9,12.81
28.7,31,26.4,87,0,3.2,13,25.9,12.89
28.6,33,26,89,0,3.1,1.9,22.2,14.36
28.6,33,26,89,0,3.1,1.9,22.2,15.37
27.4,29,24.2,93,0,2.9,3.5,11.1,15.68
27.4,29,24.2,93,0,2.9,3.5,11.1,10.91
29.3,34,26,83,0,3.4,8.3,18.3,11.26
29.3,34,26,83,0,3.4,8.3,18.3,64.69
30.6,34.2,26,77,0,3.5,7,18.3,133.91
30.6,34.2,26,77,0,3.5,7,18.3,136.34
30.4,36,26.5,77,0,3.2,3.3,18.3,91.67
30.4,36,26.5,77,0,3.2,3.3,18.3,60.8
31.6,35,26.6,77,0,3.5,1.9,9.4,35.51
31.6,35,26.6,77,0,3.5,1.9,9.4,26.89
30.6,35.2,26.6,84,0,3.2,3.7,11.1,59.86
30.6,35.2,26.6,84,0,3.2,3.7,11.1,57.93
30.3,34.5,24.8,81,0,3.4,3,11.1,25.52
30.3,34.5,24.8,81,10.616,3.4,3,11.1,24.01
30.3,33.2,27.2,85,18.03,2.9,2.4,14.8,19.49
30.3,33.2,27.2,85,18.03,2.9,2.4,14.8,13.32
30.7,34,26.6,80,0,3.1,2.8,9.4,13.55
30.7,34,26.6,80,0,3.1,2.8,9.4,19.36
29.2,35,26,81,17.02,3.2,6.3,16.5,16.42
29.2,35,26,81,17.02,3.2,6.3,16.5,13.69
28.3,30,25.6,86,4.635,3.1,14.1,24.1,17.46
28.3,30,25.6,86,4.635,3.1,14.1,24.1,11.04
28.4,33,25.8,86,0.76,2.7,13,20.6,39.14
28.4,33,25.8,86,0.76,2.7,13,20.6,47.12
30.3,35,25.9,76,0,3.5,3,9.4,44.77
30.3,35,25.9,76,0,3.5,3,9.4,41.75
30.2,35,25.5,79,0,3.4,3.3,11.1,28.06
30.2,35,25.5,79,0,3.4,3.3,11.1,19.65
30.6,36,26,78,0,3.1,1.3,5.4,15.87
30.6,36,26,78,0,3.1,1.3,5.4,13.98
28.6,32,25,85,0,2.7,3.7,11.1,15.41
28.6,32,25,85,0,2.7,3.7,11.1,15.03
28.7,33,24.9,83,2.03,2.9,5.2,14.8,12.71
28.7,33,24.9,83,2.03,2.9,5.2,14.8,12.96
28.8,33.2,24.2,80,0,3.4,2.8,9.4,12.38
28.8,33.2,24.2,80,0,3.4,2.8,9.4,17.19
30.6,36,24.6,73,0,3.9,1.3,9.4,44.83
30.6,36,24.6,73,0,3.9,1.3,9.4,26.93
29.7,35,25.6,80,0,3.1,3.3,14.8,17.9
29.7,35,25.6,80,0,3.1,3.3,14.8,12.72
30.1,34.2,25.6,76,0,3.5,6.9,11.1,11.83
30.1,34.2,25.6,76,0,3.5,6.9,11.1,10.9
28.9,34.2,25,81,0,3.1,3.3,9.4,7.72
28.9,34.2,25,81,0,3.1,3.3,9.4,7.16
28.9,34,24.6,76,0,2.7,2.6,9.4,9.21
28.9,34,24.6,76,0,2.7,2.6,9.4,10.82
28.3,35,22.2,74,0,3.1,2.6,13,14.17
28.3,35,22.2,74,0,3.1,2.6,13,60.37
28.6,34,25,81,0,2.9,8.1,22.2,72.06
28.6,34,25,81,0,2.9,8.1,22.2,80.46
27.8,31.2,24,83,12.95,3.2,10.6,18.3,72
27.8,31.2,24,83,12.95,3.2,10.6,18.3,58.32
27.2,32,23.6,79,0,3.7,7.2,18.3,67.75
27.2,32,23.6,79,0,3.7,7.2,18.3,54.46
26.2,34,20.7,78,0,2.1,0.9,9.4,47.36
26.2,34,20.7,78,0,2.1,0.9,9.4,38.1
25.8,32,20.5,78,0,2.1,2.8,22.2,57.53
25.8,32,20.5,78,0,2.1,2.8,22.2,81.98
25.4,32,20.8,79,0,1.9,0.6,7.6,77.23
25.4,32,20.8,79,0,1.9,0.6,7.6,83.89
23.8,30,19.4,76,0,3.1,5.9,14.8,87.59
23.8,30,19.4,76,0,3.1,5.9,14.8,89.41
24,30,18.1,75,0,3.1,2.2,11.1,87.17
24,30,18.1,75,0,3.1,2.2,11.1,33.52
24.6,31.2,18.2,72,0,3.1,0.7,7.6,17.54
24.6,31.2,18.2,72,0,3.1,0.7,7.6,12.48
24.8,31,18.4,72,0,3.1,2.2,9.4,12.41
24.8,31,18.4,72,0,3.1,2.2,9.4,47.51
25.6,32,18.7,70,0,2.6,1.7,7.6,64.53
25.6,32,18.7,70,0,2.6,1.7,7.6,46.29
23.5,30.4,17.9,79,0,1.6,0,8.2,26.78
23.5,30.4,17.9,79,0,1.6,0,8.2,17.14
22.8,30,17.7,82,0,1.4,0,8.2,16.78
22.8,30,17.7,82,0,1.4,0,8.68,14.69
22.3,30.2,16.3,70,0,1.9,0.7,7.6,7.69
22.3,30.2,16.3,70,0,1.9,0.7,7.6,3.76
21.9,29,15.1,72,0,1.8,1.1,7.6,2.38
21.9,29,15.1,72,0,1.8,1.1,7.6,72.64
23.7,29,16.9,65,0,2.9,4.6,13,72.08
23.7,29,16.9,65,0,2.9,4.6,13,49.15
24.4,31,17.4,69,0,2.4,4.1,11.1,52.74
24.4,31,17.4,69,0,2.4,4.1,11.1,70.91
22.6,30,16.6,68,0,2.1,7.8,14.8,76.1
22.6,30,16.6,68,0,2.1,7.8,14.8,66.15
19.7,28,13,62,0,2.7,7,14.8,78.7
19.7,28,13,62,0,2.7,7,14.8,80.13
18.4,27,10.2,69,0,1.6,1.1,5.4,74.34
18.4,27,10.2,69,0,1.6,1.1,5.4,76.14
17.7,27.8,11.6,72,0,1.3,1.7,7.6,106.35
17.7,27.8,11.6,72,0,1.3,1.7,7.6,105.97
18.9,27,11.4,69,0,1.4,2.6,7.6,95.73
18.9,27,11.4,69,0,1.4,2.6,7.6,67.95
18.1,26.5,11.1,76,0,1.1,0.4,5.4,54.03
18.1,26.5,11.1,76,0,1.1,0.4,5.4,38.81
