T,TM,Tm,H,PP,VV,V,VM,PM2.5
15.7,21,10,84,0,1.3,5.6,11.1,3.84
15.7,21,10,84,0,1.3,5.6,11.1,3.84
14.9,18.7,13,84,0,1.3,10,14.8,3.84
14.9,18.7,13,84,0,1.3,10,14.8,3.84
11.4,17.1,8,92,0,0.6,4.6,11.1,3.84
11.4,17.1,8,92,0,0.6,4.6,11.1,3.84
13.4,20.4,8,85,0,1.3,3,9.4,3.84
13.4,20.4,8,85,0,1.3,3,9.4,3.84
15.9,23.7,10,85,0,1.1,3.5,7.6,3.84
15.9,23.7,10,85,0,1.1,3.5,7.6,3.84
12.6,17,8.5,80,0,1.6,8.9,11.1,3.84
12.6,17,8.5,80,0,1.6,8.9,11.1,3.84
10.8,16.9,6,85,0,1.3,4.1,9.4,3.84
10.8,16.9,6,85,0,1.3,4.1,9.4,3.84
12.7,22.5,5.6,79,0,1.3,0.2,3.5,3.84
12.7,22.5,5.6,79,0,1.3,0.2,3.5,3.84
16.5,22.4,11.5,83,0,1.4,4.6,7.6,3.84
16.5,22.4,11.5,83,0,1.4,4.6,7.6,3.84
15.3,20.3,13,86,0,1.1,4.4,11.1,3.84
15.3,20.3,13,86,0,1.1,4.4,11.1,3.84
16.8,22,11.4,82,0,1.9,5.9,11.1,3.84
16.8,22,11.4,82,0,1.9,5.9,11.1,3.84
15.1,22.3,8.8,68,0,2.7,5.2,11.1,3.84
15.1,22.3,8.8,68,0,2.7,5.2,11.1,3.84
15.9,23.1,8.8,72,0,2.3,3.3,9.4,3.84
15.9,23.1,8.8,72,0,2.3,3.3,9.4,3.84
17.6,25.5,10.2,63,0,2.3,2.2,5.4,3.84
17.6,25.5,10.2,63,0,2.3,2.2,5.4,3.84
19.6,27.9,10,62,0,2.9,2.6,7.6,3.84
19.6,27.9,10,62,0,2.9,2.6,7.6,3.84
19.1,24.4,10.4,67,0,3.2,8.5,14.8,3.84
19.1,24.4,10.4,67,0,3.2,8.5,14.8,3.84
18.6,24.8,11.9,73,0,1.9,6.7,14.8,3.84
18.6,24.8,11.9,73,0,1.9,6.7,14.8,3.84
20.3,25.6,14.4,68,0,3.2,8,14.8,3.84
20.3,25.6,14.4,68,0,3.2,8,14.8,3.84
19.2,25.4,12,66,0,3.5,7.8,14.8,3.84
19.2,25.4,12,66,0,3.5,7.8,14.8,3.84
19.7,26,12,61,0,3.2,4.4,9.4,3.84
19.7,26,12,61,0,3.2,4.4,9.4,3.84
20.8,26.6,12,65,0,2.3,12.6,18.3,3.84
20.8,26.6,12,65,0,2.3,12.6,18.3,3.84
23.2,28.9,18,69,0,3.1,3.1,9.4,3.84
23.2,28.9,18,69,0,3.1,3.1,9.4,3.84
22.2,29.5,17,78,0,1.8,2.6,7.6,3.84
22.2,29.5,17,78,0,1.8,2.6,7.6,3.84
23.1,29.9,17.6,75,0,2.4,5,11.1,3.84
23.1,29.9,17.6,75,0,2.4,5,11.1,3.84
24.1,30.5,18,75,0,1.8,2.8,9.4,3.84
24.1,30.5,18,75,0,1.8,2.8,9.4,3.84
24.9,31.2,19.1,67,0,1.9,10.7,22.2,3.84
24.9,31.2,19.1,67,0,1.9,10.7,22.2,3.84
25.3,32,17.8,61,0,3.5,5.2,9.4,3.84
25.3,32,17.8,61,0,3.5,5.2,9.4,3.84
23,26.3,18,78,0.255,1.8,8.5,13,3.84
23,26.3,18,78,0.255,1.8,8.5,13,3.84
19.5,21,17,85,1.02,2.3,8.3,22.2,3.84
19.5,21,17,85,1.02,2.3,8.3,22.2,3.84
23.2,27.4,17,72,0,3.5,6.1,18.3,3.84
23.2,27.4,17,72,0,3.5,6.1,18.3,3.84
23.1,30.4,15,54,0,3.4,8.3,14.8,3.84
23.1,30.4,15,54,0,3.4,8.3,14.8,3.84
23.9,31.4,16,56,0,3.5,4.6,11.1,3.84
23.9,31.4,16,56,0,3.5,4.6,11.1,3.84
24.2,31.6,16.8,59,0,3.5,3.3,7.6,3.84
24.2,31.6,16.8,59,0,3.5,3.3,7.6,3.84
25.4,32.4,15.3,52,0,4,9.8,18.3,3.84
25.4,32.4,15.3,52,0,4,9.8,18.3,3.84
25.5,32.5,19,59,0,3.7,10,18.3,3.84
25.5,32.5,19,59,0,3.7,10,18.3,3.84
22.2,28.5,17.7,74,0,2.6,9.3,20.6,3.84
22.2,28.5,17.7,74,0,2.6,9.3,20.6,3.84
23.8,30.4,15.7,55,0,4,10.2,18.3,3.84
23.8,30.4,15.7,55,0,4,10.2,18.3,3.84
25.4,32,15.5,59,0,4,6.1,13,3.84
25.4,32,15.5,59,0,4,6.1,13,3.84
26.1,33,15.3,49,0,4.2,6.3,14.8,3.84
26.1,33,15.3,49,0,4.2,6.3,14.8,3.84
30.1,37.4,20.4,46,0,3.7,5,14.8,3.84
30.1,37.4,20.4,46,0,3.7,5,14.8,3.84
31.3,37.6,23,51,0,3.7,7.8,14.8,3.84
31.3,37.6,23,51,0,3.7,7.8,14.8,3.84
29.5,34,23.8,63,0,2.4,13.1,22.2,3.84
29.5,34,23.8,63,0,2.4,13.1,22.2,3.84
26.2,31.1,18.4,69,0,3.7,3.1,7.6,82.14666667
26.2,31.1,18.4,69,0,3.7,3.1,7.6,82.14666667
30.6,34.5,21.4,48,0,4,10.2,81.7,82.14666667
30.6,34.5,21.4,48,0,4,10.2,81.7,82.14666667
29.7,37,20.5,45,0,4,9.6,25.9,82.14666667
29.7,37,20.5,45,0,4,9.6,25.9,82.14666667
29.9,37.1,21.5,49,0,3.2,6.9,14.8,82.14666667
29.9,37.1,21.5,49,0,3.2,6.9,14.8,82.14666667
28.6,35,21,56,0,3.7,5.4,14.8,82.14666667
28.6,35,21,56,0,3.7,5.4,14.8,82.14666667
29.3,36.4,21.2,43,0,4,7.4,14.8,82.14666667
29.3,36.4,21.2,43,0,4,7.4,14.8,82.14666667
29.9,36.6,20.8,34,0,4.2,13,25.9,82.14666667
29.9,36.6,20.8,34,0,4.2,13,25.9,82.14666667
27.3,32,20.8,57,0,3.4,13,18.3,82.14666667
27.3,32,20.8,57,0,3.4,13,18.3,82.14666667
27.8,33.4,21.2,59,0.51,3.4,5.2,14.8,82.14666667
27.8,33.4,21.2,59,0.51,3.4,5.2,14.8,82.14666667
27.8,33,21,61,0,2.9,5.9,24.1,82.14666667
27.8,33,21,61,0,2.9,5.9,24.1,82.14666667
28.5,34.2,22,63,0,4,15.9,22.2,82.14666667
28.5,34.2,22,63,0,4,15.9,22.2,82.14666667
29.9,34.9,23,65,0,3.7,10.9,20.6,82.14666667
29.9,34.9,23,65,0,3.7,10.9,20.6,82.14666667
32.1,39,25.5,56,0,3.2,6.7,11.1,82.14666667
32.1,39,25.5,56,0,3.2,6.7,11.1,82.14666667
24.4,27.8,20.8,71,1.02,3.1,13.5,18.3,82.14666667
24.4,27.8,20.8,71,1.02,3.1,13.5,18.3,82.14666667
28.8,32.4,21.4,57,0,4.2,15,22.2,82.14666667
28.8,32.4,21.4,57,0,4.2,15,22.2,82.14666667
29.5,34,23,58,0,4,14.4,25.9,100.96
29.5,34,23,58,0,4,14.4,25.9,71.2
31.1,36,25.2,64,0,3.7,14.8,25.9,74.28
31.1,36,25.2,64,0,3.7,14.8,25.9,118.5
32.3,38.1,25.9,60,0,3.4,8.7,14.8,99.12
32.3,38.1,25.9,60,0,3.4,8.7,14.8,107.03
32.6,39.9,25,49,0,3.5,5.2,14.8,111
32.6,39.9,25,49,0,3.5,5.2,14.8,107.48
32.9,37.1,26.6,59,0,3.2,11.9,18.3,121.5
32.9,37.1,26.6,59,0,3.2,11.9,18.3,68.34
31.3,35,26,60,0,3.5,15.7,22.2,68.34
31.3,35,26,60,0,3.5,15.7,22.2,68.34
32.4,37,26.3,57,0,4.2,14.1,18.3,68.34
32.4,37,26.3,57,0,4.2,14.1,18.3,68.34
32.8,39.5,25.5,55,0,4.3,8.3,14.8,68.34
32.8,39.5,25.5,55,0,4.3,8.3,14.8,87.82
34.8,41,26.8,47,0,3.4,8.5,14.8,95.74
34.8,41,26.8,47,0,3.4,8.5,14.8,170
33.2,38,28,49,0,3.5,10.9,18.3,116.35
33.2,38,28,49,0,3.5,10.9,18.3,83.8
32.6,36.7,26.3,62,0,3.9,14.3,18.3,98.72
32.6,36.7,26.3,62,0,3.9,14.3,18.3,128.72
32.3,39.2,25.5,55,0,3.5,8.5,14.8,120.64
32.3,39.2,25.5,55,0,3.5,8.5,14.8,119.64
35.7,42.6,26.5,42,0,4.7,9.4,22.2,197.17
35.7,42.6,26.5,42,0,4.7,9.4,22.2,125.35
33.4,38.4,25.6,61,0,4.7,14.4,29.4,136.26
33.4,38.4,25.6,61,0,4.7,14.4,29.4,201
33.8,39,26.7,56,0,4.2,18,22.2,66.43
33.8,39,26.7,56,0,4.2,18,22.2,66.17
33.1,38.5,25.6,52,0,4,16.1,22.2,116.88
33.1,38.5,25.6,52,0,4,16.1,22.2,192
35.4,42.4,26.6,52,0,4.2,10.6,14.8,114.42
35.4,42.4,26.6,52,0,4.2,10.6,14.8,132.89
33,41.1,27,63,9.91,3.2,10,27.8,124.45
33,41.1,27,63,9.91,3.2,10,27.8,128.25
34,39.5,26.5,49,0,4.3,6.9,11.1,170.54
34,39.5,26.5,49,0,4.3,6.9,11.1,217.82
35.7,40.6,27.6,48,0,4.2,9.6,18.3,211.84
35.7,40.6,27.6,48,0,4.2,9.6,18.3,183.37
37.3,44.4,27.9,33,0,4.2,8.5,18.3,217.98
37.3,44.4,27.9,33,0,4.2,8.5,18.3,225.05
38.1,44.7,28.5,32,0,4.8,9.4,18.3,214.09
38.1,44.7,28.5,32,0,4.8,9.4,18.3,200.98
36.7,43.5,29,51,0,3.7,9.8,14.8,240.12
36.7,43.5,29,51,0,3.7,9.8,14.8,249.21
29.8,33.3,25.1,78,0,3.2,6.3,14.8,279.32
29.8,33.3,25.1,78,0,3.2,6.3,14.8,222.41
32.1,36.1,26.9,64,0,3.7,10.4,18.3,238.43
32.1,36.1,26.9,64,0,3.7,10.4,18.3,195.85
33.5,37.9,26,57,0,3.9,10.9,18.3,275.71
33.5,37.9,26,57,0,3.9,10.9,18.3,315.16
34.7,38.5,29.9,54,0,3.9,15.2,22.2,422.92
34.7,38.5,29.9,54,0,3.9,15.2,22.2,273.82
35.2,39.4,29.3,49,0,4.3,17.8,25.9,305.56
35.2,39.4,29.3,49,0,4.3,17.8,25.9,281.76
33.4,37.4,28,56,0,3.9,20.9,25.9,253.51
33.4,37.4,28,56,0,3.9,20.9,25.9,240.39
30.3,34,24.8,74,2.03,3.5,7.6,11.1,199.25
30.3,34,24.8,74,2.03,3.5,7.6,11.1,119.5
30,33.1,26,72,1.02,3.4,10.9,18.3,221.33
30,33.1,26,72,1.02,3.4,10.9,18.3,247.61
27.5,28.5,26.1,92,1.02,1.9,6.9,11.1,189.19
27.5,28.5,26.1,92,1.02,1.9,6.9,11.1,160.84
30.2,35.3,26.1,78,1.02,2.9,5.4,14.8,230.61
30.2,35.3,26.1,78,1.02,2.9,5.4,14.8,242.71
31.1,36.5,26.7,75,3.05,3.1,6.1,14.8,174.18
31.1,36.5,26.7,75,3.05,3.1,6.1,14.8,186.38
30.3,35.7,25.5,81,0,3.1,4.8,11.1,198.38
30.3,35.7,25.5,81,0,3.1,4.8,11.1,169.68
28.2,32.8,25.5,86,35.05,2.7,10.4,14.8,150.2
28.2,32.8,25.5,86,35.05,2.7,10.4,14.8,194.92
29.8,34,25.9,83,1.02,2.9,11.3,14.8,276.74
29.8,34,25.9,83,1.02,2.9,11.3,14.8,250.54
31.2,35,26,74,0,3.9,14.1,22.2,207.56
31.2,35,26,74,0,3.9,14.1,22.2,208.42
32.2,36.2,27.5,72,0,3.7,6.9,11.1,272.46
32.2,36.2,27.5,72,0,3.7,6.9,11.1,321.28
32.9,36.1,28,72,0,4,8.1,14.8,283.03
32.9,36.1,28,72,0,4,8.1,14.8,322.19
28,30,24,92,5.08,2.1,8.3,14.8,645.5
28,30,24,92,5.08,2.1,8.3,14.8,299.25
31.9,35,27,68,0,3.9,12.6,18.3,296.46
31.9,35,27,68,0,3.9,12.6,18.3,281.18
30.1,32.9,26.9,76,0,4.2,18.5,27.8,284.03
30.1,32.9,26.9,76,0,4.2,18.5,27.8,255.32
31.2,35,26,70,0,4,20.2,29.4,218.97
31.2,35,26,70,0,4,20.2,29.4,324.5
29.4,33.5,26.3,83,2.03,2.4,6.5,11.1,364.83
29.4,33.5,26.3,83,2.03,2.4,6.5,11.1,391.47
32.5,36.1,25.5,69,2.03,4.3,7.8,29.4,498.75
32.5,36.1,25.5,69,2.03,4.3,7.8,29.4,498.02
31.4,36,27.3,75,0,3.9,8,22.2,553.63
31.4,36,27.3,75,0,3.9,8,22.2,454.15
28.8,34,25,82,0,3.1,9.1,18.3,406.49
28.8,34,25,82,0,3.1,9.1,18.3,361.88
28.3,31,24.5,83,5.08,3.9,10.2,18.3,373.44
28.3,31,24.5,83,5.08,3.9,10.2,18.3,451.4
28.8,32,25.2,79,1.02,3.7,12.4,18.3,290.05
28.8,32,25.2,79,1.02,3.7,12.4,18.3,260.51
30,33,25.6,74,0.51,3.7,17.4,22.2,196.61
30,33,25.6,74,0.51,3.7,17.4,22.2,156.03
31,35,26.2,75,3.05,3.7,7.4,13,234.13
31,35,26.2,75,3.05,3.7,7.4,13,301.41
30,34.5,26.5,81,0.25,2.3,5.2,18.3,355.4
30,34.5,26.5,81,0.25,2.3,5.2,18.3,412.87
31.9,36,26.8,75,0,2.7,3.1,7.6,312.14
31.9,36,26.8,75,0,2.7,3.1,7.6,195.43
31.7,35.5,27,73,0,3.7,10.7,18.3,190.89
31.7,35.5,27,73,0,3.7,10.7,18.3,194.96
31.9,35.5,27.5,73,0,3.9,12.6,22.2,211.12
31.9,35.5,27.5,73,0,3.9,12.6,22.2,184.21
30.3,34.8,27,81,20.07,3.1,9.6,18.3,167.6
30.3,34.8,27,81,20.07,3.1,9.6,18.3,159.71
26.9,28.2,24.6,94,20.07,1.9,8.5,14.8,269.74
26.9,28.2,24.6,94,20.07,1.9,8.5,14.8,302.58
29.5,33,25.1,86,11.94,3.2,8.9,18.3,335.55
29.5,33,25.1,86,11.94,3.2,8.9,18.3,298.3
28.3,30.7,26,91,0,2.6,4.4,11.1,248.62
28.3,30.7,26,91,0,2.6,4.4,11.1,272.65
31.2,34.5,24.5,83,46.99,2.9,5.6,13,309.87
31.2,34.5,24.5,83,46.99,2.9,5.6,13,337.37
28.2,31.2,25.9,90,1.02,2.3,6.9,13,345.73
28.2,31.2,25.9,90,1.02,2.3,6.9,13,239.65
29.1,33,25.4,88,56.9,2.4,8.9,22.2,212.25
29.1,33,25.4,88,56.9,2.4,8.9,22.2,102.21
29.8,35,25.4,84,5.08,2.6,7.6,14.8,148.58
29.8,35,25.4,84,5.08,2.6,7.6,14.8,365
30.9,35,25.5,78,0,3.7,10.6,20.6,213.538
30.9,35,25.5,78,0,3.7,10.6,20.6,204.36
30.9,34.4,26.2,79,0,3.5,8.3,16.5,204.36
30.9,34.4,26.2,79,0,3.5,8.3,16.5,193.44
30.4,34.9,25.5,80,0.51,3.2,5.2,14.8,194.24
30.4,34.9,25.5,80,0.51,3.2,5.2,14.8,248.22
31.8,36.4,25.6,63,0,3.9,9.8,18.3,181.54
31.8,36.4,25.6,63,0,3.9,9.8,18.3,223.92
31.6,36.5,26,69,0,3.7,7.2,14.8,189.19
31.6,36.5,26,69,0,3.7,7.2,14.8,196.19
31.1,36.1,25.6,75,0.51,3.1,5.4,16.5,198.92
31.1,36.1,25.6,75,0.51,3.1,5.4,16.5,115.71
32.1,37.1,26.5,69,0,3.7,5.7,11.1,116.36
32.1,37.1,26.5,69,0,3.7,5.7,11.1,94.58
30.9,37.1,26.2,78,3.05,3.2,7,18.3,122.07
30.9,37.1,26.2,78,3.05,3.2,7,18.3,130.5
31.1,35,26.1,74,0,3.2,14.1,20.6,63.6
31.1,35,26.1,74,0,3.2,14.1,20.6,96.72
33,37.5,27.2,68,0,3.5,8,14.8,131.62
33,37.5,27.2,68,0,3.5,8,14.8,161.57
30,35,26.7,79,0.51,3.1,14.3,22.2,112.65
30,35,26.7,79,0.51,3.1,14.3,22.2,113.99
27,29,25,94,11.94,1.9,13.7,18.3,127.13
27,29,25,94,11.94,1.9,13.7,18.3,146.86
29.2,34.4,22.8,67,0,3.7,10.7,22.2,91.83
29.2,34.4,22.8,67,0,3.7,10.7,22.2,144.07
29.9,34.5,23.5,65,0,3.5,7.6,14.8,180.16
29.9,34.5,23.5,65,0,3.5,7.6,14.8,175.65
30.2,35.5,23.5,63,0,3.9,4.6,11.1,247.52
30.2,35.5,23.5,63,0,3.9,4.6,11.1,205
31.1,36.4,24.1,66,0,3.7,4.4,11.1,94.47
31.1,36.4,24.1,66,0,3.7,4.4,11.1,51.77
31.2,36.9,25,71,0,3.5,6.9,18.3,82.68
31.2,36.9,25,71,0,3.5,6.9,18.3,79.5
31.4,36.1,25,66,0,3.7,7.4,16.5,66.46
31.4,36.1,25,66,0,3.7,7.4,16.5,73.38
29.5,35.4,23.3,69,0,3.2,4.6,11.1,32
29.5,35.4,23.3,69,0,3.2,4.6,11.1,61.64
29.6,35.5,23.5,71,0,3.5,3.7,7.6,102.93
29.6,35.5,23.5,71,0,3.5,3.7,7.6,104.17
29.2,35,22,67,0,3.1,7,14.8,80.08
29.2,35,22,67,0,3.1,7,14.8,155.15
28.7,33,23.2,74,1.02,2.9,5.7,9.4,66.5
28.7,33,23.2,74,1.02,2.9,5.7,9.4,111.308
28.4,34,23,72,0,3.1,6.3,14.8,84.45
28.4,34,23,72,0,3.1,6.3,14.8,41.42
28.4,33.3,22.3,69,0,3.5,5.9,13,142.92
28.4,33.3,22.3,69,0,3.5,5.9,13,165.42
29.6,34.4,23,67,0,2.9,3.5,9.4,122.33
29.6,34.4,23,67,0,2.9,3.5,9.4,142.83
28.7,34.5,23,71,0,2.7,4.3,11.1,151.61
28.7,34.5,23,71,0,2.7,4.3,11.1,72.89
28.7,34.2,22.7,70,0,3.1,4.1,9.4,81.45
28.7,34.2,22.7,70,0,3.1,4.1,9.4,147.27
26.4,33.2,18.4,61,0,2.7,1.9,5.4,135.87
26.4,33.2,18.4,61,0,2.7,1.9,5.4,52.08
26.1,33.3,19,66,0,2.7,1.5,5.4,68.82
26.1,33.3,19,66,0,2.7,1.5,5.4,116.43
26.9,33.3,20,64,0,3.1,4.1,9.4,91.12
26.9,33.3,20,64,0,3.1,4.1,9.4,95.61
24.9,31.5,16.6,71,0,3.2,3.1,9.4,56
24.9,31.5,16.6,71,0,3.2,3.1,9.4,64.36
26.4,31.9,20.4,72,0,2.7,5.4,11.1,59.97
26.4,31.9,20.4,72,0,2.7,5.4,11.1,63.68
26.6,33.1,20.2,71,0,3.2,2.8,11.1,67.83
26.6,33.1,20.2,71,0,3.2,2.8,11.1,68.21
27.3,32.5,20.2,69,0,3.1,2.8,7.6,55.92
27.3,32.5,20.2,69,0,3.1,2.8,7.6,50.42
24.9,32.4,19,69,0,2.3,3,9.4,79.44
24.9,32.4,19,69,0,2.3,3,9.4,70.25
25.1,31.5,18.7,69,0,2.3,4.3,14.8,119.91
25.1,31.5,18.7,69,0,2.3,4.3,14.8,66.73
25.4,31.2,18,67,0,2.3,3.7,11.1,66.36
25.4,31.2,18,67,0,2.3,3.7,11.1,64.81
23.3,31,16,63,0,2.3,3.7,11.1,89.45
23.3,31,16,63,0,2.3,3.7,11.1,60.25
24.1,30.4,16,65,0,1.8,3,5.4,66.23
24.1,30.4,16,65,0,1.8,3,5.4,112.04
25.3,30.9,16.8,67,0,1.4,2.4,9.4,64
25.3,30.9,16.8,67,0,1.4,2.4,9.4,62.5
22.9,29.4,17.6,79,0,1.4,1.9,5.4,65.06
22.9,29.4,17.6,79,0,1.4,1.9,5.4,139
22.1,30,15,72,0,1.1,1.9,7.6,103.2
22.1,30,15,72,0,1.1,1.9,7.6,112.71
22.8,29.9,15.5,67,0,1.4,1.9,9.4,107.22
22.8,29.9,15.5,67,0,1.4,1.9,9.4,94.3
22.8,29,15,72,0,1.4,2,7.6,113.64
22.8,29,15,72,0,1.4,2,7.6,105.17
21.1,29.7,14.9,66,0,1.8,2,7.6,69.21
21.1,29.7,14.9,66,0,1.8,2,7.6,77.02
20.1,29,13,65,0,1.9,1.5,7.6,118.74
20.1,29,13,65,0,1.9,1.5,7.6,74.61
24.6,30,17.7,73,0,1.3,2.6,7.6,98.17
24.6,30,17.7,73,0,1.3,2.6,7.6,76.96
23.8,29.6,17.9,68,0,1.8,6.9,14.8,115.88
23.8,29.6,17.9,68,0,1.8,6.9,14.8,62.22
21.8,26.4,15.5,75,0,1.9,5.9,14.8,65.42
21.8,26.4,15.5,75,0,1.9,5.9,14.8,59.59
21.8,26,15.6,79,0,1.3,2.4,7.6,63.54
21.8,26,15.6,79,0,1.3,2.4,7.6,58.5
19.2,23.3,15.6,89,0,0.6,3.9,11.1,64.47
19.2,23.3,15.6,89,0,0.6,3.9,11.1,70.67
17.4,20,14.6,91,0,0.6,3.1,7.6,49.74
17.4,20,14.6,91,0,0.6,3.1,7.6,41.25
17.4,24.1,13.4,83,0,1.1,4.1,9.4,39.84
17.4,24.1,13.4,83,0,1.1,4.1,9.4,44.05
17.9,24,10.5,64,0,1.6,6.1,16.5,91.96
17.9,24,10.5,64,0,1.6,6.1,16.5,61.75
16.8,23,10,63,0,1.8,5.6,14.8,59.26
16.8,23,10,63,0,1.8,5.6,14.8,64.21
15.9,23.9,8,66,0,1.3,4.3,16.5,110.88
15.9,23.9,8,66,0,1.3,4.3,16.5,150.08
16.5,24.4,7.9,58,0,1.6,2.6,7.6,415.43
16.5,24.4,7.9,58,0,1.6,2.6,7.6,66.17
15.8,23,8.9,72,0,1.3,6.5,22.2,86.67
15.8,23,8.9,72,0,1.3,6.5,22.2,81.11
15.4,22,8.4,63,0,1.4,5.9,14.8,68.89
15.4,22,8.4,63,0,1.4,5.9,14.8,73.5
16,23.5,6.1,54,0,1.8,4.3,14.8,169.52
16,23.5,6.1,54,0,1.8,4.3,14.8,66.58
16.1,23,7.6,59,0,1.4,3.7,13,56.37
16.1,23,7.6,59,0,1.4,3.7,13,56.57
16.375,23.5,8.275,75.5,0,0.9,2.325,8.95,37.5
16.375,23.5,8.275,75.5,0,0.9,2.325,8.95,95.61
16.7,23,8.2,81,0,0.6,1.5,7.6,77.65
16.7,23,8.2,81,0,0.6,1.5,7.6,50
16,25,9.1,81,0,1,2.6,7.6,84
16,25,9.1,81,0,1,2.6,7.6,56.034
16,23.4,9.8,80,0,1,3.5,11.1,53.5
16,23.4,9.8,80,0,1,3.5,11.1,60.29
18.7,27.6,11.2,69,0,1.3,2.8,7.6,74.71
18.7,27.6,11.2,69,0,1.3,2.8,7.6,43.67
19.5,26.5,11.6,68,0,1.1,2.4,13,48
19.5,26.5,11.6,68,0,1.1,2.4,13,43.61
18.7,25.4,13.8,68,0,1.8,5.2,14.8,45.75
18.7,25.4,13.8,68,0,1.8,5.2,14.8,47.5
17.2,25,9.5,69,0,1.3,1.5,7.6,46.67
17.2,25,9.5,69,0,1.3,1.5,7.6,39.48
18.1,25,10.6,71,0,1.1,1.1,3.5,67.86
18.1,25,10.6,71,0,1.1,1.1,3.5,48.93
18.4,25,10.6,70,0,1.1,3,11.1,57.6
18.4,25,10.6,70,0,1.1,3,11.1,96.77
15.9,20,11.2,81,0,1.1,5.2,14.8,68.22
15.9,20,11.2,81,0,1.1,5.2,14.8,83.29
14.9,17,12,90,0,0.8,4.4,11.1,43.12
14.9,17,12,90,0,0.8,4.4,11.1,45.54
13.5,15.2,11.3,91,0,1,9.4,14.8,40.3
13.5,15.2,11.3,91,0,1,9.4,14.8,36.96
15.3,22,6.9,65,0,1.4,5.9,16.5,32.14
15.3,22,6.9,65,0,1.4,5.9,16.5,36
16.1,23,7,68,0,1.8,4.1,9.4,37.95
16.1,23,7,68,0,1.8,4.1,9.4,44.45
17.3,24,8.6,63,0,1.8,4.3,9.4,43
17.3,24,8.6,63,0,1.8,4.3,9.4,49.11
19.9,26,12.7,77,0,1.1,3,13,34.4
19.9,26,12.7,77,0,1.1,3,13,39.08
19.2,27.2,13.2,71,0,1.3,5.2,20.6,35
19.2,27.2,13.2,71,0,1.3,5.2,20.6,32
20.4,30,12.5,58,0,1.8,5,11.1,47.58
20.4,30,12.5,58,0,1.8,5,11.1,59.33
19.1,25,11.6,51,0,2.6,10.9,22.2,40.91
19.1,25,11.6,51,0,2.6,10.9,22.2,38
20.9,28,11.5,64,0,1.6,8.5,14.8,36.25
20.9,28,11.5,64,0,1.6,8.5,14.8,37.83
20.5,25,15.9,69,0,1.1,5.9,18.3,42.11
20.5,25,15.9,69,0,1.1,5.9,18.3,49.88
20.7,26,13.5,70,0,1.8,5.4,11.1,58.33
20.7,26,13.5,70,0,1.8,5.4,11.1,56.72
21.6,30.2,12,56,0,2.3,4.4,11.1,43.43
21.6,30.2,12,56,0,2.3,4.4,11.1,43.1
23.3,32,13.9,51,0,2.4,5.4,18.3,46
23.3,32,13.9,51,0,2.4,5.4,18.3,42.62
23.4,30,13.9,49,0,2.7,4.6,18.3,40.43
23.4,30,13.9,49,0,2.7,4.6,18.3,64.13
25.3,31.4,16.8,58,0,3.2,10.4,20.6,44.97
25.3,31.4,16.8,58,0,3.2,10.4,20.6,54.18
26.2,32,18.2,60,0,2.9,9.4,18.3,53
26.2,32,18.2,60,0,2.9,9.4,18.3,41.62
25.2,31,19.5,59,0,3.5,15.4,27.8,191.41
25.2,31,19.5,59,0,3.5,15.4,27.8,30.09
23,31,12.4,47,0,3.4,6.7,13,26.99
23,31,12.4,47,0,3.4,6.7,13,68.36
24.2,28.4,18.5,70,0,2.3,14.3,24.1,78.82
24.2,28.4,18.5,70,0,2.3,14.3,24.1,26.13
24.8,30,18.5,71,0,2.7,6.1,18.3,33.32
24.8,30,18.5,71,0,2.7,6.1,18.3,46.89
26.2,33.2,17.5,51,0,3.4,5.4,11.1,80.32
26.2,33.2,17.5,51,0,3.4,5.4,11.1,24.8
25.6,33,16.9,52,0,3.2,5.2,13,35.8
25.6,33,16.9,52,0,3.2,5.2,13,36.83
26.2,33,15.6,50,0,3.5,5.6,22.2,92.47
26.2,33,15.6,50,0,3.5,5.6,22.2,53.8
27.9,34,17,50,0,3.5,9.1,18.3,29.83
27.9,34,17,50,0,3.5,9.1,18.3,31.27
27.3,33.2,20.2,51,0,3.9,11.1,29.4,26
27.3,33.2,20.2,51,0,3.9,11.1,29.4,39.17
28.2,35,19,48,0,3.9,12.6,25.9,55.21
28.2,35,19,48,0,3.9,12.6,25.9,41.88
23.2,25,20.4,70,0,2.4,12.6,25.9,25.35
23.2,25,20.4,70,0.812,2.4,12.6,25.9,45.04
22.1,29.5,17.6,76,2.03,2.7,7,27.8,65.56
22.1,29.5,17.6,76,2.03,2.7,7,27.8,83.62
25.3,32,16.2,56,0,3.9,9.1,18.3,47.9
25.3,32,16.2,56,0,3.9,9.1,18.3,38.57
29.3,36,20.4,42,0,3.9,3.7,13,36.43
29.3,36,20.4,42,0,3.9,3.7,13,54.38
30.4,38,20,39,0,3.5,8.1,24.1,42.94
30.4,38,20,39,0,3.5,8.1,24.1,51.75
30.2,37,20.5,34,0,3.9,12.6,22.2,35.06
30.2,37,20.5,34,0,3.9,12.6,22.2,38.8
28.8,36,18.7,43,0,3.5,5.4,13,26.06
28.8,36,18.7,43,0,3.5,5.4,13,45.36
30.2,37.2,20.2,47,0,3.1,4.1,9.4,76.12
30.2,37.2,20.2,47,0,3.1,4.1,9.4,43.17
31,38,23.2,54,0,2.9,7,14.8,81.48
31,38,23.2,54,0,2.9,7,14.8,99.07
29.8,36.2,23.5,55,0,3.4,8.5,27.8,48.54
